Mata Pelajaran_clean,Soal_clean,Jawaban_clean,Keterangan_clean,Skor
ipas,sebutkan ciri ciri terjadinya perubahan kimia,pembakaran gas gas dapat menimbulkan api jika kita menaruh kertas ke atas api maka terjadilah pembakaran itulah yang disebut perubahan kimia,jawaban siswa,0.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna timbul gas gelembung bau terbentuk endapan perubahan suhu timbul cahaya,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,rasanya berubah baunya berubah dan sifat zat nya berubah,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,besi semulanya mengkilat tapi jika terus terusan terkena air akan terpapar suhu ruang makan besi tersebut akan teroksidasi dan akan karatan tetapi tidak merubah bentuk besi tersebut,jawaban siswa,0.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perbedaan contohnya berubah seperti yang awal dan baunya berubah,jawaban siswa,5.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,terbentuknya zat baru terjadi perubahan warna timbul bau,jawaban siswa,7.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna yang bersifat permanen terbentuknya gas biasanya ditandai dengan embun gelebung timbul bau baru akibat terbentuknya zat baru,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna perubahan suhu serta perubahan bau,jawaban siswa,5.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,bau yang tidak enak makanan yang membusuk,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,membentuk zat baru berubah bentuk ukuran,jawaban siswa,5.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna timbul gas gelembung terdapat endapan perubahan suhu timbul bau baru,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna terbentuknya endapan terbentuknya gas perubahan bau,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,terbentuknya zat baru perubahan warna pembentukan gas timbulnya endapan,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,terjadinya perubahan suhu terjadinya perubahan warna terbentuknya gas,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,berubahnya warna membentuknya zat baru,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna perubahan suhu perubahan rasa,jawaban siswa,5.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,zat lama kalau di mengelola menjadi zat baru,jawaban siswa,0.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,terbentuknya zat baru perubahan warna timbulnya gas dan perubahan suhu,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,terbentukny zat baru perubahan warna pembentukan zat dan perubahan suhu,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,mulai berubah wujud aslinya dan tidak dapat kembali ke wujud semua mengeluarkan bau atau asap membusuk,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan zat yang menghasilkan zat baru dengan sifat kimia yang berbeda dari zat asalnya dan bersifat permanen tidak dapat kembali kebentuknya semula,jawaban siswa,10.0
ipas,sebutkan ciri ciri terjadinya perubahan kimia,perubahan warna perubahan suhu pembentukan gas munculnya endapan dan perubahan bau dan ph,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,ahlak mazmumah adalah suatu ahlak yang menyebabkan seorang diri jauh kepada allah swt,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlaq mazmumah adalah perilaku buruk atau tercela yang harus dihindari oleh orang muslim karna dilarang oleh agama,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,adalah akhlak yang tercela buruk,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlak mazmumah yaitu sifat akhlak tercela,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlak mazmumah adalah akhlak tercela tidak baik seperti iri riya takabbur dan lain lain,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlak mazmumah merupakan penyakit hati sendiri perilaku buruk atau tercela serta dapat membahayakan iman,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,orang yang suka menyombongkan diri mempunyai barang barang yang lebih,jawaban siswa,0.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,ahlaq mazmumah adalah ahlaq yang tercela ahlaq yang tidak boleh ditiru,jawaban siswa,5.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlaq mahmuzah yaitu seperti perbuatan tercela contohnya seperti orang yang iri hati sombong,jawaban siswa,10.0
pendidikan agama islam,apa yang dimaksud dengan akhlaq mazmumah jelaskan dengan bahasamu sendiri,akhlaq mazmumah adalah akhlak tercela yang tidak boleh kita pendam dalam hati kita karena akhlaq mazmumah sangat tidak disukai oleh kalangan umat muslim,jawaban siswa,10.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,cabang cabang bagian bagian iman yang mencakup ucapan perbuatan dan keyakinan seorang muslim dalam menjalankan ajaran islam,jawaban siswa,10.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,cabang keimanan yang mencakup amalan lahir dan batin,jawaban kunci,10.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,adalah cabang cabang iman yang berjumlah,jawaban siswa,10.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,adalah memperbaiki hidup kita menjadi lebih baik,jawaban siswa,0.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,syu abul iman yaitu cabang cabang iman,jawaban siswa,5.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,syu abul iman adalah dimana seseorang yang tidak baik dalam kehidupannya lalu dia menerapkan syu abul iman terus kemudian hari bisa memperbaiki kualitas hidupnya maka dari berzikir yaitu jika mengamalkannya akan mendapatkan pahala,jawaban siswa,10.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,sya abul iman yaitu zaman zaman iman,jawaban siswa,5.0
pendidikan agama islam,jelaskan apa yang dimaksud dengan syu abul iman,cabang cabang iman yang jumlahnya hal yang dicintai oleh allah ketika kita melakukan dan mendapat ridho allah,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan,jawaban siswa,5.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan karena berlomba lomba dalam kebaikan bisa menata hidup seseorang lebih baik,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot yang artinya berlomba lomba dalam kebaikan bagi orang muslim ini penting karena jika sering melakukan kebaikan dan juga bermanfaat bagi orang lain maka kita akan di beri kan pahala yang cukup besar,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabikul khoirot artinya adalah berlomba lomba dalam kebaikan perintah ini penting karena allah menyuruhnya dalam qs al baqarah ayat dan qs al maidah ayat yang menyuruh manusia berlomba dalam kebaikan setelah beramal sholeh sedekah dzikir dan lain lain agar manusia senantiasa ingat kepada allah dan tujuannya adalah untuk mencari ridho allah,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot artinya berlomba lomba dalam kebaikan istilah ini mengajarkan agar manusia cepat semangat dan saling mendahului dalam melakukan kebaikan,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,maknanya berlomba lomba dalam kebaikan penting karena agar dapat menciptakan rasa kebersamaan kerukunan dan tolong menolong sesama muslim,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot adalah erlomba lomba dalam mencari kebaikan artinya kita mencari kebaikan yang mendapatkan pahala dan rida allah danmengapa ini penting karena kita harus berbuat baik kepada sesama agar mendapat pahala,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,allah memerintahkan manusia untuk berlomba lomba dalam hal kebaikan dan beramal saleh,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan karena melakukan kebaikan itu akan amal kita di akhirat,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khairat merupakan berlomba lomba dalam kebikan bukan hanya melakukan kebaikan tapi melakukannya dengan banyak lebih tekun dan lebih cepat dari yang lain,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,karena orang muslim harus berbuat baik terhadap sesama manusia dan juga saling jaga etika dan omongan,jawaban siswa,0.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,makna nya adalah berlomba lomba dalam kebaikan karena fastabiqul khoirot merupakan perintah melakukan kebaikan dan merupakan suatu hal yang positif,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam hal kebaikan karena untuk saling tolong menolong sesama manusia peduli,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khairat ialah berlomba lomba dalam kebaikan perintah ini penting karna adanya berlomba dalam kebaikan kita berusaha semampu kita mendapatkan yang terbaik contohnya kita beribadah hafalan dsb,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirut berlomba lomba dalam kebaikan karena perintah berlomba lomba dalam hal kebaikan itu penting dalam kehidupan seorang muslim karena kita harus berlomba lomba ke dalam hal kebaikan seperti berlomba lomba menolong teman yang kesusahan,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan untuk memperbaiki diri dan taat kepada allah,jawaban kunci,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khairat yaitu berlomba lomba dakam kebaikan,jawaban siswa,5.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot adalah berlomba lomba dalam kebaikan penting dalam kehidupan seorang muslim karena merupakan prilaku yang baik dan harus diterapkan dalam kehidupan,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot adlaah berlomba lomba dalam kebaikan perintah ini penting karena kita sbagai seorang muslim dianjurkan harus berlomba lomba dalam kebaikan hal ini bermanfaat bagi orang lain juga bagi diri sendiri agar prilaku kita berubah lebih baik lagi,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot adalah berlomba lomba dalam kebaikan karena kebaikan ini menjadi sumber kerukunan ataupun ketenangan dan juga kita mendpatkan pahala,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,makna fastabiqul khairat adalah kebaikan yang dimaksud kebaikan adalah orang orang yang melakukan kebaikan akan mendapatkan suatu kaidah dari allah dan kita harus melakukannya,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,fastabiqul khoirot adalah bersungguh sungguh dalam melakukan amal baik berlomba lomba melakukan amal kebaikan iya karena dapat meningkatkan amal baik dan pahala yang diperoleh,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan maksudnya apabila kita mengerjakan sesuatu hal yang baik kita patut untuk berlomba lomba dalam hal itu contoh kita sedang usaha maka kita boleh fastabiqul khoirot karena saat kita mengerjakan ujian itu tidak boleh curang,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,beriman dan berbuat kebaikan berlomba lomba lah dalam hal kebaikan,jawaban siswa,10.0
pendidikan agama islam,jelaskan dengan bahasamu sendiri apa makna fastabiqul khoirot dan mengapa perintah ini penting dalam kehidupan seorang muslim,berlomba lomba dalam kebaikan menurut saya kita harus berlomba lomba kebaikan hingga kebaikan itu menjadi kunci masuknya jalan surga,jawaban siswa,10.0
pendidikan agama islam,mengapa akhlak mazmumah seperti sombong iri atau suka berbohong sangat berbahaya jika dibiarkan,karena semua akhlak itu bisa membawa kita ke jalan yang tidak benar dan bisa membawa kite ke neraka,jawaban siswa,10.0
pendidikan agama islam,mengapa akhlak mazmumah seperti sombong iri atau suka berbohong sangat berbahaya jika dibiarkan,merusak hubungan menghilangkan kepercayaan menimbulkan kebencian,jawaban kunci,10.0
pendidikan agama islam,mengapa akhlak mazmumah seperti sombong iri atau suka berbohong sangat berbahaya jika dibiarkan,karena ahlaq mazmumah itu ahlaq yang buruk dan sikap dibiarkan anak anak orang remaja itu berani sama orang yang lebih tua tidak patut ditiru,jawaban siswa,10.0
pendidikan agama islam,mengapa akhlak mazmumah seperti sombong iri atau suka berbohong sangat berbahaya jika dibiarkan,karena itu perilaku buruk yang tidak boleh di lakukan jika di biarkan akan berbahaya karena perbuatan itu sesuatu yang di larang agama,jawaban siswa,10.0
